comment_id,original_text,text,platform,date_collected,collector,has_emoji,label
147,,"ca này ""nặng""",Facebook,10/19/2025 23:41:59,Nga,,Mỉa mai
4565,,sợ bốc ra là quả ớt 🤡,Tiktok,19/10/2025,Nhung,,Không xúc phạm
271,,Dày cui,Facebook,10/20/2025 8:05:42,Nga,,Không xúc phạm
2909,,"Trời ơi, phát âm mấy từ kia đáng eo vãi, Việt's accent mãi đỉnh 🤣🤣",YOUTUBE,L2,Ngọc,,Không xúc phạm
1335,,"này mới gọi là xương quai xanh chứ trời, quyến rũ quá bây ơi bây.",Facebook,03/12/2025,Nga,,Không xúc phạm
1601,,"nhưng ngày xưa là đại ca chợ khỉ, ông bà dạy k quên đi cội nguồn",Facebook,13/12/2025,Nga,,Không xúc phạm
6287,,HQH dạo này xinh quá. Body cũng đẹp.,VnExpress, 13/12/2025,Phúc,,Không xúc phạm
5828,,mai em mua cho anh bộ đồ này đi thi nghe,Facebook,19/10/2025,Phúc,,Không xúc phạm
2498,,❤❤❤❤❤❤😂😂,YOUTUBE,19/10/2025,NGỌC,,
16,,Nhìn em tựa như siêu mẫu Kate Moss thập niên 1990 !!!! Cô ấy cao 170cm nhưng hình như chỉ nặng 45kg !!!,Facebook,10/18/2025 21:07:06,Nga,,Không xúc phạm
5386,,ko tì vết,Tiktok,13/12/2005,Nhung,,Không xúc phạm
5024,,rồi làm con trai đẹp zử chưa nhìn nó sao sao ak,Tiktok,3/12/2025,Nhung,,Mỉa mai
7406,,mình cũng là nấm lùn hiii nhìn nhiều kiểu mình cũng đã bắt trước được rùi,VnExpress, 19/12/2025,Phúc,,Không xúc phạm
5381,,"Mình xin cách chăm da để mịn như v được không ạ, ny mình da khô và hay lên lụn mà mình không biết mua gì chăm nữa 🥲",Tiktok,13/12/2005,Nhung,,Không xúc phạm
349,,"Ối rồi ôi, hà mã xổng chuồng à 😄",Facebook,10/20/2025 8:53:51,Nga,,Xúc phạm
6583,,gì thì gì chứ mái tóc đen là mình mê tít à.đẹp quá,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1713,,Người khổng lồ và chiếc xe tí hon 😂,Facebook,13/12/2025,Nga,,Xúc phạm
4703,,6 🌝,Tiktok,2/12/2025,Nhung,,Mỉa mai
6895,,"Huhu, ngôn tình là không có thật mà, thương song joong ki.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6937,,Thanh Thủy đẹp và thân thiện quá!,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2553,,"Năn nỉ chị Thuận mới chịu ăn mì cay, chắc chắn có điều gì rất đặc biệt trong món ăn này! Đợi xem chị ấy sẽ phản ứng như thế nào khi thử mì cay",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3371,,Hồng tỷ này hơi gắc 😂🤣🤣🤣🤣😘,YOUTUBE,L3,Ngọc,,Mỉa mai
6159,,Bà là 1 trang quốc sắc thiên hương tài sắc vẹn toàn,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
1984,,"😅c lam ngay nao, nao e qua mua do gap chi chup hinh nha. Cai ao de thuong",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
7210,,Tường San có một vẻ đẹp rất nữ tính,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
5275,,"Mặc kệ top hay bot, đẹp trai là đc",Tiktok,13/12/2005,Nhung,,Không xúc phạm
1850,,"Như ma nơ canh; cứng còn hơn cả silicon mà lắm con lắm đứa khen xinh đc. Đúng bọn mắt toét
",Facebook,13/12/2025,Nga,,Xúc phạm
1698,,"thế mà lúc đi siêu âm bác sĩ bảo thai nhi phát triển bình thường
",Facebook,13/12/2025,Nga,,Không xúc phạm
341,,Nay lên ký dễ thương lắm nha Cục Cưng!,Facebook,10/20/2025 8:49:38,Nga,,Không xúc phạm
6786,,"cô ấy rất may mắn vì đã lấy đc 1 người chồng yêu, hiểu mình. như vậy là viên mãn rồi",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3377,,"khi giả gái là một môn học 
 thì các anh ấy là thủ khoa",YOUTUBE,L3,Ngọc,,Không xúc phạm
3756,,Anh tú cười đẹp quá tròi,YOUTUBE,L3,Ngọc,,Không xúc phạm
12,,Sao thấy gớm quá vậy 🥀,Facebook,10/18/2025 21:02:05,Nga,,Xúc phạm
2722,,thấy peter lũng lẵn luôn á để ý là thấy,YOUTUBE,L2,Ngọc,,Không xúc phạm
2594,,Không thích con hoa hậu này thấy cái mặt rất khó chịu,YOUTUBE,19/10/2025,NGỌC,,Mỉa mai
718,,Ahh các anh chân dài zậy chia cho em một ít đi 🤡,Facebook,26/10/2025,Nga,,Không xúc phạm
7089,,"Cô hoa hậu Đức rất xinh, phù hợp với thẩm mỹ của người Việt. Tuy nhiên, người Đức họ không còn quan tâm đến các cuộc thi hoa hậu, như tất cả các nước phát triển khác, có trình độ dân trí chỉ số phát tiển con người cao. Việt Nam ta sẽ học hỏi kinh nghiệm của Đức hay tự hào khi thắng Philippine, Venezuela...?",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1519,,Này phóng lợn chứ kiếm nhật cái gì :))))),Facebook,11/12/2025,Nga,,Không xúc phạm
2771,,Góc nghiêng này có thể làm tim người ta nghiêng luôn được không bạn 😳❤️,YOUTUBE,L2,Ngọc,,Không xúc phạm
2770,,Cj xink quớ:>>,YOUTUBE,L2,Ngọc,,Không xúc phạm
469,,Như vậy mà xinh thì không còn ai xấu nữa,Facebook,10/20/2025 9:29:14,Nga,,Mỉa mai
4683,,che mặt auto xing,Tiktok,2/12/2025,Nhung,,Mỉa mai
4997,,coi bả lúc làm con trai sợ hơn sợ mẹ nữa,Tiktok,3/12/2025,Nhung,,Không xúc phạm
6537,,Body chuẩn quá,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6457,,Phim truyền hình dần có chỗ đứng trong lòng tôi và nhiều khán giả. Phản ánh đúng chân thực đời thường cuộc sống mưu sinh. Nhiều bạn so sánh phim việt với phim nước ngoài hay diễn viên thế này thế kia quả thực so sánh hay nói gì là quyền của mỗi người nhưng chẳng phải Phim Việt đang tốt dần lên đấy thôi .Với tôi chỉ có phim việt nam diễn viên việt nam mới lột tả hết được cuộc sống thực tại ở việt nam.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6309,,"Mặc dù vô cùng mê đắm mái tóc của K nhưng lần này tôi phải công nhận màu tóc mới không hợp với cô ấy, nó làm cô trông xơ xác và già hẳn đi. Màu tóc cũ vẫn hợp hơn.",VnExpress, 13/12/2025,Phúc,,Không xúc phạm
6396,,"Mặt ko đẹp, dáng thô, tư tưởng/nhận thức có vấn đề",VnExpress, 14/12/2025,Phúc,,Xúc phạm
6667,,Em này có nụ cười hút hồn,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2945,,"Xấu mà ảo tưởng, như con trai á",YOUTUBE,L2,Ngọc,,Xúc phạm
2407,,Đẹp mà chưa quen nhìn thoi con nhưng con sẽ quen thôi,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
4636,,Đã bảo tết mặc r,Tiktok,19/10/2025,Nhung,,Không xúc phạm
1334,,"cao ráo, trắng trẻo lại còn học giỏi nữa, hâm mộ thiệt sự ☺️",Facebook,03/12/2025,Nga,,Không xúc phạm
6202,,Nhìn khuôn mặt giống như đã phẫu thuật thẩm mỹ.,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
4012,,tôi con trai còn k nhìn mặt,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6859,,Quá đẹp. Đến giờ vẫn đẹp tuyệt vời,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6228,,cô này xinh thế,Facebook, 27/10/2025,Phúc,,Không xúc phạm
2390,,Thôi thì cạo đầu đi cho giống thầy chùa lun,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
301,,Thay đổi cũng cần có gì mới dc hả anh em?,Facebook,10/20/2025 8:18:19,Nga,,Không xúc phạm
4838,,tởm vãi cả cứt đg ăn cơm mà ói sạch😭😭😭,Tiktok,2/12/2025,Nhung,,Không xúc phạm
498,,Đây chính là Ma Nhân Bư bảy viện ngọc rồng đời thực sao kakaka,Facebook,10/20/2025 13:43:26,Nga,,Mỉa mai
4665,,nhìn cái chăn lộn xộn là biết chuyện j đã xảy ra,Tiktok,19/10/2025,Nhung,,Không xúc phạm
3088,,"thích ông mặc vest mang giày tây nhất,đậm chất men lì",YOUTUBE,L3,Ngọc,,Không xúc phạm
1235,,trông kh đc sáng dạ cho lắm=)),Facebook,03/12/2025,Nga,,Mỉa mai
769,,Kkkk y như con quỷ dạ xoa,Facebook,26/10/2025,Nga,,Xúc phạm
1377,,Sao mà đẹp không góc chết dị bà 🥲,Facebook,03/12/2025,Nga,,Không xúc phạm
5970,,"Xinh quá, miệng, mắt vẫn đẹp như xưa!",VnExpress, 26/10/2025,Phúc,,Không xúc phạm
3587,,Cái mặt của ông này thấy xấu,YOUTUBE,L3,Ngọc,,Xúc phạm
4099,,cái tây anh tú,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4794,,nhìn tởm thật,Tiktok,2/12/2025,Nhung,,Xúc phạm
7203,,Tôi thích bàn tay Tường San.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1004,,"Nổ túi khí quá
",Facebook,03/12/2025,Nga,,Không xúc phạm
4153,,Yêu bản thân chăm sóc bản thân đi r sẽ có người yêu mình,Tiktok,19/10/2025,Nhung,,Không xúc phạm
5060,,Body đỉnh nhất vn . Là ngươi vn đầu tiên lọt tóp 5 cuộc thi đó,Tiktok,3/12/2025,Nhung,,Không xúc phạm
6330,,"Đem anh trai mình ra chế giễu xong giờ cũng ko khá hơn người ta là bao, quan trọng là Will chấp nhận sự thật để hói tự nhiên còn anh ta thì tìm mọi cách để trị quả đầu ngày càng hói nặng, thật đáng thương!! Đúng là cười người hôm trc hôm sau người cười.",VnExpress, 13/12/2025,Phúc,,Mỉa mai
5307,,biết ảnh từ hồi còn đăng cái ảnh 1 ☺,Tiktok,13/12/2005,Nhung,,Không xúc phạm
920,,Xinh lắm nàng,Facebook,03/12/2025,Nga,,Không xúc phạm
3489,,may dua con gai nhu db,YOUTUBE,L3,Ngọc,,Xúc phạm
6406,,Nhân văn ghê,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3457,,Mình phải công nhận là gen TQ con gái chân thẳng tắp như đôi đũa z á đỉnh thật dù lùn hay con thì chân cũng thẳng không bị cong 😢,YOUTUBE,L3,Ngọc,,Không xúc phạm
2859,,Makeup look này xinh quá ạ❤,YOUTUBE,L2,Ngọc,,Không xúc phạm
3346,,Gầy đi thì đẹp đấy trùm cuối,YOUTUBE,L3,Ngọc,,Không xúc phạm
5005,,H bả vẫn đẹp 🥰,Tiktok,3/12/2025,Nhung,,Không xúc phạm
5983,,"Nàng tiên hoa hơi béo, dáng đi khá nặng nề, nàng nên luyện tập catwalk chăm chỉ hơn trước khi lướt trên sân khấu.",VnExpress, 26/10/2025,Phúc,,Không xúc phạm
151,,Cái áo size 7xl,Facebook,10/19/2025 23:44:02,Nga,,Mỉa mai
4038,,cái eo mê théeee,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4496,,cưng mà nói😍😍,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6052,,Dễ thương đáng khen quá.,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
6751,,"xin chị, đã xinh đẹp xin đừng trẻ lâu để bao con tim phải mệt mỏi vì còn thổn thức.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
241,,"Thây này ko đi làm thì tập thể dục giảm cân đi ,lười biếng nằm đó than đc gì",Facebook,10/20/2025 7:49:42,Nga,,Xúc phạm
2867,,Thuy ơi tui thấy bạn hơi giống chị Ty Thy 😂😂,YOUTUBE,L2,Ngọc,,Mỉa mai
480,,Xương bọc ra vẫn khoe đc,Facebook,10/20/2025 9:36:38,Nga,,Xúc phạm
207,,"Đẹp ở chỗ nào nhỉ , chắc là do rát vàng  gu của người Cam quả là khác biệt",Facebook,10/20/2025 0:08:53,Nga,,Mỉa mai
1315,,ốm như nghiện là có thật,Facebook,03/12/2025,Nga,,Xúc phạm
84,,Tôi bắt đc cá mập ở lào,Facebook,10/18/2025 21:30:39,Nga,,Không xúc phạm
865,,"Chời quơi, tưởng cô là tượng điêu khắc ko á 🥰",Facebook,26/10/2025,Nga,,Mỉa mai
1743,,"Ói òi oi nhà ai chu mà xinh vậy bắt túi bỏ về giờ
",Facebook,13/12/2025,Nga,,Không xúc phạm
565,,Ku em hạn chế di vs nơi công cộng nha,Facebook,10/20/2025 14:11:41,Nga,,Không xúc phạm
6934,,Các người đẹp nước ngoài mặc áo dài nhìn đẹp hơn người đẹp VN mặc áo dài luôn.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
391,,Vũ khí hạt nhân cứu tôi với,Facebook,10/20/2025 9:03:46,Nga,,Mỉa mai
4054,,bl.dưới nc phương thy😂😂😂,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6338,,"Woww u60 mà trẻ và đẹp quá đỗi . Một số các em gái đôi, 30 chưa chắc được bằng đâu ...kkk
Tui cũng thể dục thể thao, ăn uống lành mạnh toàn đậu đỗ, rau củ quả đơn giản vậy đó nè. Thậm chí còn lười hơn toàn hấp luộc xong ăn luôn chơi như bò nhai rơm ko cảm giác ngon vui gì hết, nhiều khi muốn ói ẻ tại chỗ nhưng bổ, phẻ, đẹp là ok xong đời đàn bà ngựa điệu à nha.  còn hay được bị lầm với khen trẻ, xinh hơn 10 tuổi lận và trai già lẫn trẻ thì cứ ngó ngoái mê thèm ... Mặc kệ!!! ",VnExpress, 13/12/2025,Phúc,,Không xúc phạm
4090,,Lê tú tính làm gì v 😌,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4391,,Quỳ rồi ạ há họng lun rội ạ🥰,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4335,,E quỳ rùi a ơi 🤭🤭🤭,Tiktok,19/10/2025,Nhung,,Không xúc phạm
898,,Đẹp trẻ lắm anh ơi,Facebook,26/10/2025,Nga,,Không xúc phạm
4664,,chắc mới sẽ gầy vs nhau xong tiện thể đu trend luôn đúng hăm,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6785,,Chưa xem phim của Thư Kỳ bao giờ nhưng tôi thấy trong các sao Hoa ngữ Thư Kỳ và Vương Phi là đẹp.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2928,,"Vậy mà e í chưa có người yêu đó, hehe đối với tui style bạn này phefn sao í, bạn đổi style là có nhiều người thương luôn í. Mỗi người có style có mắt thẩm mỹ khác nhau các fan mà ném đá tui là tui lấy xây biệt thự nha nha.",YOUTUBE,L2,Ngọc,,Không xúc phạm
1541,,"Hoa hậu gì toàn hở cả khúc lợi, răng thì chìa",Facebook,11/12/2025,Nga,,Xúc phạm
4452,,quý không cần bù,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4247,,khó nói😅,Tiktok,19/10/2025,Nhung,,Không xúc phạm
872,,cá mặt quỷ,Facebook,26/10/2025,Nga,,Không xúc phạm
2281,,10 gói mì cay,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1053,,đẹp thì mảnh mai xấu thì cò ma :))),Facebook,03/12/2025,Nga,,Mỉa mai
3710,,ổng cười lên đẹp ácccc,YOUTUBE,L3,Ngọc,,Không xúc phạm
2999,,Số1 và số2 là vợ tui,YOUTUBE,L3,Ngọc,,Không xúc phạm
5894,,Để ý mấy cục tạ vào cuối ngày mất đấy vì tập xong đói lắm,Facebook,19/10/2025,Phúc,,Mỉa mai
1034,,"Bro, trái đất đang rung chuyển",Facebook,03/12/2025,Nga,,Không xúc phạm
1132,,Trời má bả đẹp điên luôn😍😍,Facebook,03/12/2025,Nga,,Không xúc phạm
1112,,"Em đẹp quá, đẹp từ thủ cấp tới thi thể..",Facebook,03/12/2025,Nga,,Xúc phạm
4561,,nguồn s1,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6724,,"Tôi mỗi bữa ăn đúng một thìa cơm , còn lại ăn rau, củ và hoa quả . Không ăn thịt mỡ, ăn nhiều đồ luộc , vậy mà ngày càng lên cân",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
5123,,don gian de thuong,Tiktok,3/12/2025,Nhung,,Không xúc phạm
4509,,💕💕,Tiktok,19/10/2025,Nhung,,
2137,,cho mình hỏi là trường này có giáo viên người việt ko b,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
5786,,ưng k gả cho nè,Facebook,19/10/2025,Phúc,,Không xúc phạm
477,,Nhưng nói thật cj này mà tăng cân lên là siuuu đẹp lun ý,Facebook,10/20/2025 9:36:33,Nga,,Không xúc phạm
2205,,"Nhân là em hiền lành, lại có người dì tuyệt vời, thật hiếm có trên đời.",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6273,,Ôi idol một thuở của tui. Ai rồi cũng béo là có thật anh em ạ :)),VnExpress, 13/12/2025,Phúc,,Xúc phạm
1387,,C niềng răng xong c đẹp lắm luôn á,Facebook,03/12/2025,Nga,,Không xúc phạm
1755,,"Que tăm cắm củ khoai
",Facebook,13/12/2025,Nga,,Không xúc phạm
5430,,"Răng đẹp v,",Tiktok,13/12/2005,Nhung,,Không xúc phạm
2656,,Còn gì nữa đâu mà khóc với sầu,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1346,,cùng 1 bộ đồ mà bả mặc vào nhìn như cành củi khô 🙂,Facebook,03/12/2025,Nga,,Xúc phạm
2615,,Chị Mỹ ngân và chị Ngọc xinh quá❤,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3704,,Vẻ đẹp thầm lặng,YOUTUBE,L3,Ngọc,,Không xúc phạm
6550,,"Đẹp mà khổ thì cần gì đẹp, đơn thuần chồng không chê gia đình hạnh phúc là tốt nhất.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6102,,Nhìn rất duyên dáng.,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
4526,,quỳ vội 😋😋,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6378,,Mẹ hồi trẻ đẹp mê ,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2173,,🥰🥰🥰,YOUTUBE,19/10/2025,NGỌC,,
563,,Xem đc nửa tiếng r có thấy cuốn đou:),Facebook,10/20/2025 14:10:35,Nga,,Không xúc phạm
1542,,Đẹp vậy rồi mà cứ làm răng sứ hết rồi sau này tụt lợi!,Facebook,11/12/2025,Nga,,Không xúc phạm
5481,,"mi gì mà xinkkk vậy ạ cho mình xinnn đii , mấy nhỏ dẫn link shopee đi chỗ khác 🙂",Tiktok,13/12/2005,Nhung,,Không xúc phạm
5580,,bạch nguyệt quanggg,Tiktok,13/12/2005,Nhung,,Không xúc phạm
5728,,Mình ngắm thôi mà bạn ! còn đẹp hay không là do mắt củ mỗi người.,VnExpress,19/10/2025,Phúc,,Không xúc phạm
1582,,"Mẻ đứng giữa sửa xong cũng k thấy xinh hơn,",Facebook,11/12/2025,Nga,,Mỉa mai
1844,,Nam tính + nụ cười ngọt ngào => Combo trí mạng của Vương Thiên Thần,Facebook,13/12/2025,Nga,,Không xúc phạm
4488,,quỳ mấy tiếng cũng đc luôn,Tiktok,19/10/2025,Nhung,,Không xúc phạm
1419,,Nét nèn nẹt lun c iu,Facebook,03/12/2025,Nga,,Không xúc phạm
6050,,2 bố con hát hay quá,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
6450,,Mình cũng 67 kg hihihi,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4759,,Quả nền xám xịt he 💔,Tiktok,2/12/2025,Nhung,,Mỉa mai
3388,,Thôi đừng giả tạo,YOUTUBE,L3,Ngọc,,Không xúc phạm
6119,,nhìn mặt gớm vl,Facebook, 27/10/2025,Phúc,,Xúc phạm
6029,,"Ca sĩ với chất giọng đẹp và có khả năng sáng tác nữa, thật sự là một ca sĩ tài năng đáng ghi nhận",VnExpress, 27/10/2025,Phúc,,Không xúc phạm
6295,,mình thấy bạn Hà đẹp. Gầy nhưng đẹp,VnExpress, 13/12/2025,Phúc,,Không xúc phạm
2368,,"Bối càng lớn càng đáng yêu, rất ngoan cưng xỉu vs Con luôn á ❤️❤️❤️❤️❤️❤️❤️Con được trải nghiệm leo từng bậc thang cao của Chùa, Phật sẽ che chở cho Bối luôn khỏe mạnh khôn ngoan, có tấm lòng nhân ái như Mẹ Nhân nhé. Yêu Bối 😘😘😘😘😘😘😘😘❤️❤️❤️❤️❤️❤️❤️❤️🥰🧸🎈🍀👍",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6674,,E thik chị nhat,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1393,,Nhìn cái lưng là biết mỹ nhân ,Facebook,03/12/2025,Nga,,Không xúc phạm
5473,,nhìn cứ kierut đớ đớ ko bt,Tiktok,13/12/2005,Nhung,,Không xúc phạm
1771,,Cái chân bằng cổ tay con trai tôi 😁,Facebook,13/12/2025,Nga,,Mỉa mai
1042,,Nữ thần cũng chỉ đến vậy. Tuyệt tác của tạo hoá,Facebook,03/12/2025,Nga,,Không xúc phạm
788,,Là đến khúc đẹp chưa?,Facebook,26/10/2025,Nga,,Mỉa mai
6669,,"Tài sắc vẹn toàn! Chúc bạn mãi hạnh phúc,mãi tỏa sáng !",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
882,,Xấu xí,Facebook,26/10/2025,Nga,,Không xúc phạm
4748,,có thấy xinh baog dou r,Tiktok,2/12/2025,Nhung,,Mỉa mai
5599,,tôi bị umê nụ cười này r😍,Tiktok,13/12/2005,Nhung,,Không xúc phạm
814,,nhiều mỡ nhưng mỡ nó nằm đúng chỗ á 😍,Facebook,26/10/2025,Nga,,Không xúc phạm
3760,,Dát mấy tấn xi măng lên mặt đấy các tỷ tỷ=)),YOUTUBE,L3,Ngọc,,Mỉa mai
6976,,"Thấy không đẹp lắm, đặc biệt môi mỏng quá, có lẽ gu của mình ko theo được cổ.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1040,,🔊 to rung mạnh,Facebook,03/12/2025,Nga,,Không xúc phạm
7325,,Việt Nam đẹp và nữ tính nhất.,VnExpress, 19/12/2025,Phúc,,Không xúc phạm
5798,,Cứ lè khe là tự tin chiến thắng luôn,Facebook,19/10/2025,Phúc,,Mỉa mai
616,,Dáng nuột hơn con gái nữa:)),Facebook,26/10/2025,Nga,,Không xúc phạm
534,,đừng ăn cây xương rồng cảm ơn,Facebook,10/20/2025 13:55:47,Nga,,Mỉa mai
4960,,Có ai bị hội chứng sợ angela phương trinh giống t ko bây,Tiktok,2/12/2025,Nhung,,Mỉa mai
7139,,Phải nói là quá đẹp ý. Mình là con gái còn mê huống chi đàn ông con trai.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2567,,thích cái cách bà Nhân quan tâm chanwm sóc từng người trong gđ của chị ấy,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
4964,,Phiên bản đẹp nhất lại bỏ ! Chán😳😳😳,Tiktok,2/12/2025,Nhung,,Không xúc phạm
5780,,"Này là thật,hay chỉ là troll thôi v mọi người?",Facebook,19/10/2025,Phúc,,Không xúc phạm
5964,,"Đầu tư cho bản thân là sự tôn trọng chính mình đó. Trông em thùy mị, đẹp lên rất nhiều, chúc mừng em!",VnExpress, 26/10/2025,Phúc,,Không xúc phạm
2785,,"Chị nói thật lòng, e nên sửa mũi, nếu khg đẹp c sẽ chịu tiền phí sửa mũi cho em
 Tự tin đi sửa mũi cho chị",YOUTUBE,L2,Ngọc,,Không xúc phạm
7236,,"Vn chắc cần chọn những ứng viên có khuôn mặt dài, chứ thấy tròn bầu đi thi hình như khó dc giải",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4914,,bầu mấy tháng rồi bà,Tiktok,2/12/2025,Nhung,,Mỉa mai
7307,,Không đẹp bằng Hương Giang,VnExpress, 19/12/2025,Phúc,,Không xúc phạm
2411,,Giàu quá! Cháu cũng được làm cục vàng,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
5434,,Tao con gái còn meeee 🥰,Tiktok,13/12/2005,Nhung,,Không xúc phạm
2950,,Tướng ngon quá,YOUTUBE,L2,Ngọc,,Không xúc phạm
5100,,Hoa hậu có khuôn mặt thần thái nhất mh từng gặp,Tiktok,3/12/2025,Nhung,,Không xúc phạm
209,,đẹp như tạc tượng dày ko quán quân cũng uổng,Facebook,10/20/2025 0:11:23,Nga,,Không xúc phạm
7111,,Tài sắc vẹn toàn. Xứng đáng !,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
7042,,Em Việt Nam ko so được là phải. TOP 15 toàn đẹp ngút ngàn. Riêng Hoa hậu quốc tế Đức này thì chuẩn MI 2022 rồi. Đẹp hơn cả nữ diễn viên nổi tiếng Diane Kruger.,VnExpress, 14/12/2025,Phúc,,Mỉa mai
5631,,dthhh,Tiktok,13/12/2005,Nhung,,Không xúc phạm
4569,,Lần đầu ko rung động vs trai 6 múi🥰,Tiktok,19/10/2025,Nhung,,Không xúc phạm
1091,,mỏ mới bị ong chick hả shop,Facebook,03/12/2025,Nga,,Xúc phạm
4132,,bikini,Tiktok,19/10/2025,Nhung,,
3771,,Trùm cuối hồi trẻ là mỹ nhân chắc luôn !❤,YOUTUBE,L3,Ngọc,,Không xúc phạm
1545,,"Con bé này walk không đủ đẹp nhưng body nó thuộc hàng SGK khi quảng cáo bikini luôn đó, khỏi pts :)))).",Facebook,11/12/2025,Nga,,Không xúc phạm
3981,,Cái sóng mũi của na9 cao hơn cầu rạch miễu nữa bây😊,YOUTUBE,L3,Ngọc,,Không xúc phạm
2079,,Thụy nghiêm túc quá c chưa quen nha. Cố lên bé ơi,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1748,,"Không lo giảm cân rồi thấy cái cảnh
",Facebook,13/12/2025,Nga,,Xúc phạm
4898,,bầu mấy tháng r cj,Tiktok,2/12/2025,Nhung,,Mỉa mai
2465,,Chúc nhà nhân luôn thành công .mấy mắn,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3216,,Trùng cuối lúc đầu k biến hình còn đẹp hơn,YOUTUBE,L3,Ngọc,,Mỉa mai
3396,,"Tống kiều xấu kinh khủng 
 Xấu hơn nha hoàn",YOUTUBE,L3,Ngọc,,Xúc phạm
2855,,Bị u me tấm lưg của bã ghia á,YOUTUBE,L2,Ngọc,,Không xúc phạm
6008,,Anh luôn theo dõi em mỗi khi em ra sản phẩm mới. Một cô gái xinh đẹp và hát rất hay!,VnExpress, 26/10/2025,Phúc,,Không xúc phạm
3841,,Đầu thì gay còn cuối thì sân bay sân hạng nhất quá ko bự 😂😂,YOUTUBE,L3,Ngọc,,Mỉa mai
7178,,Mình chỉ công nhận Nong Poy mới là người đẹp hoàn hảo nhứt,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4690,,"ý là cũng bình thường,",Tiktok,2/12/2025,Nhung,,Không xúc phạm
7066,,Kỳ vọng rồi thất vọng cho một ứng cử viên mạnh của VN,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3062,,"Việt Nam ko phải vũ điệu lăng quăng, mà Việt Nam là vũ điệu lung tung huyền😂",YOUTUBE,L3,Ngọc,,Không xúc phạm
2316,,"TRỜI ƠI ,BÀ N. NÀY THIỆT VÔ DUYÊN LÃNG THÚI .",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6012,,Sao không áp dụng trên phạm vi toàn quốc luôn?,VnExpress, 26/10/2025,Phúc,,Không xúc phạm
3865,,đùi bà thứ nhât đùi to ghê hen,YOUTUBE,L3,Ngọc,,Xúc phạm
4508,,@hoa hồng đen 🙁,Tiktok,19/10/2025,Nhung,,
