comment_id,original_text,comment_text,platform,date_collected,collector,has_emoji,label
5774,,tự nhiên thấy lâm thành hót boi r=))),Facebook,19/10/2025,Phúc,,Mỉa mai
6779,,"Thần thái thật đa dạng, vừa kiêu sa, quyến rũ, nữ tính, thanh lịch.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1602,,"Ê t nhìn ra sikibidi mấy mom ơi 🥲
",Facebook,13/12/2025,Nga,,Xúc phạm
2044,,Báo quá rồi!!!hic nhưng thôi vì câu trả lời có phần đi quá xa của bạn…cá nhân mình sẽ cố gắng xem sao!,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
75,,10 tế bào ung thư trên 1 Cm3,Facebook,10/18/2025 21:30:09,Nga,,Xúc phạm
1902,,Khó tả thực sự 😂😂😂,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
844,,"Khiếp hồn, xúc phạm người nhìn 😥",Facebook,26/10/2025,Nga,,Xúc phạm
85,,Châu phi ngập lụt,Facebook,10/18/2025 21:30:40,Nga,,Không xúc phạm
1706,,"nhìn ảnh ăn thấy đã ghê,đã thức gì",Facebook,13/12/2025,Nga,,Không xúc phạm
5802,,Toàn Lê ko đập choai bằng ck mk,Facebook,19/10/2025,Phúc,,Không xúc phạm
6903,,Ngay từ đầu mình đã nghĩ là 2 người này thật sự không hòa hợp và vấn đề thời gian có ly hôn hay như nào không thôi. Và nó đã tới,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1429,,"Rồi, t mê kiểu này nha, con trai mặc quần tây và áo sơ mi đóng thùng, tay áo xắn lên ngang khủy, tay đeo đồng hồ
Mẹ ơi, chân ái 🤣",Facebook,03/12/2025,Nga,,Không xúc phạm
251,,Ăn luôn cô dâu chú rể,Facebook,10/20/2025 7:54:06,Nga,,Mỉa mai
4829,,Con Iồn trà bông tởm lợn thế🤮🤢,Tiktok,2/12/2025,Nhung,,Xúc phạm
7310,,"Người tiền nhiệm đẹp hơn, nhưng dù sao cũng hơn mình trăm lần",VnExpress, 19/12/2025,Phúc,,Không xúc phạm
5359,,Anh này đẹp zai quá chắc là bot rồ🤓,Tiktok,13/12/2005,Nhung,,Mỉa mai
1682,,"Mình hỏi thật mấy bạn fan đừng giận, mũi của bạn này là sửa rồi phải ko ạ❤️",Facebook,13/12/2025,Nga,,Không xúc phạm
3825,,Ăn 1ki giảm 1 tấn😂😂😂😂,YOUTUBE,L3,Ngọc,,Mỉa mai
2678,,A hùng dz phết😂,YOUTUBE,L2,Ngọc,,Không xúc phạm
5749,,"Sau 400 lần tôi thấy em bị đơ, như búp bê, hãy trả lại em của ngày xưa",VnExpress,19/10/2025,Phúc,,Không xúc phạm
6105,,Ngày xưa học lớp 5 con đã thích cô rồi !,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
1401,,Con bồ mình cao mét 50 nặng 60kg cũng đòi mua calavat để tập,Facebook,03/12/2025,Nga,,Mỉa mai
1047,,Tuyệt sắc giai nhân,Facebook,03/12/2025,Nga,,Không xúc phạm
5077,,Gương mặt với thần thái xuất sắc luôn. Nhìn nhiều hh vn mà vẫn thấy b này cuốn hút nhất,Tiktok,3/12/2025,Nhung,,Không xúc phạm
6487,,"Lên có 10kg thôi mà.  Béo khỏe,béo đẹp sống có ích là oke mà em.. tuy nhiên đi lại hơi ì ạch chút.",VnExpress, 14/12/2025,Phúc,,Mỉa mai
6982,,"Mặt hơi vuông thành ra nhìn bị ngắn, mũi nhọn quá, tôi thấy bình thường.Còn những cái đẹp là đôi mắt, vóc dáng và đặc biệt là mái tóc thì xứng đáng thiên thần.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
112,,Cái quán trốn v rồi mà vẫn bị trà bông phát hiện,Facebook,10/18/2025 21:58:31,Nga,,Mỉa mai
167,,Nam vương gì gầy trơ xương v :)),Facebook,10/19/2025 23:50:50,Nga,,Xúc phạm
2683,,sau 2 năm xem lại thấy lâm béo với già hơn,YOUTUBE,L2,Ngọc,,Xúc phạm
1626,,"Huhu anh cứ dặm bùa tụi em hoài, nhưng mà tụi em thích lắm, rất bùng cháy lun ạ",Facebook,13/12/2025,Nga,,Không xúc phạm
7173,,Hương Giang đẹp thật.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1917,,Đẹp gái màaa🫶,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6513,,"Lưu Diệc Phi từng vượt xa các tượng đài nhan sắc của Cbiz như Phạm Băng Băng, Dương Mịch, Đồng Lệ Á... để trở thành gương mặt được yêu thích làng giải trí Hoa ngữ. Thế nhưng, không phải lúc nào nàng Tiểu Long Nữ của phim  cũng rạng ngời nét thanh tú, hài hòa. Cô từng tăng cân nặng trong một thời gian khá dài.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4661,,giống như anh thái độ phục dậy,Tiktok,19/10/2025,Nhung,,Không xúc phạm
3996,,ko biết vì lí do gì mà em bị u mê video này quá trời,Tiktok,19/10/2025,Nhung,,Không xúc phạm
5162,,"Sao mà đẹp quá v chị, mê đôi chân ❤❤",Tiktok,3/12/2025,Nhung,,Không xúc phạm
4206,,độ cái là khoe miết😂,Tiktok,19/10/2025,Nhung,,Mỉa mai
5310,,cái nụ cười nó đẹpppp☺️,Tiktok,13/12/2005,Nhung,,Không xúc phạm
5278,,Huyền thoại capcut 2022-2023 một thời😭,Tiktok,13/12/2005,Nhung,,Không xúc phạm
3727,,"Mĩ nhân thời xưa chả đẹp tới mức này đâu, nếu mà đem ra so sánh thì chỉ ưa nhìn, với cả bây giờ toàn mĩ phẩm xịn với app xịn",YOUTUBE,L3,Ngọc,,Mỉa mai
5226,,mê đôi chân 🤣,Tiktok,3/12/2025,Nhung,,Không xúc phạm
5582,,ng tình trong mộng ạ😭😭😭🥺,Tiktok,13/12/2005,Nhung,,Không xúc phạm
4026,,Ôi ôi ôi ôi,Tiktok,19/10/2025,Nhung,,
5963,,"Giống người mẫu, hoa hậu quá ta!",VnExpress, 26/10/2025,Phúc,,Không xúc phạm
224,,ê cũng ko đến nỗi,Facebook,10/20/2025 0:17:52,Nga,,Không xúc phạm
178,,"Này mà không 3D, bó giống chịu gì tao cũng chịu",Facebook,10/19/2025 23:58:17,Nga,,Xúc phạm
2,,Ủa cái bụng nhỏ như vậy r nội tạng ở đâu,Facebook,10/18/2025 20:49:54,Nga,,Mỉa mai
1198,,sao có thể ốm đến mức đó vậy mn,Facebook,03/12/2025,Nga,,Mỉa mai
6881,,"Ong này chẳng đẹp gì ,may được bộ phim nổi lên chứ thấy quá binh thường ,thấy tình chị em này là nghi ngờ rồi ,tội cho Song Hye Kyo mãi yêu Song Hye Kyo",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2105,,The prettiest years❤,YOUTUBE,19/10/2025,NGỌC,,
3332,,Xấu lại còn bày đặt úp mạng,YOUTUBE,L3,Ngọc,,Xúc phạm
1950,,Sao youtube không có nút haha nhỉ 😂,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1671,,Kim Juhoon mặc thun trắng là thần,Facebook,13/12/2025,Nga,,Không xúc phạm
6219,,"ĂN KIÊNG THEO QUY TẮC 1 ĐĨA, MÀ CÁI ĐĨA  NÓ TO CỠ BẰNG CÁI MÂM",VnExpress, 27/10/2025,Phúc,,Mỉa mai
5254,,"sao tui cảm giác bot bot á, ko phk top",Tiktok,13/12/2005,Nhung,,Không xúc phạm
6494,,66 đây hả? 66:2 chứ. vậy chị em phòng tui under 50 vẫn có thể xẻ bá cháy nhỉ.,VnExpress, 14/12/2025,Phúc,,Mỉa mai
3343,,Ủa béo là cái tội à🤨🤔🤔🤔🤔🤔,YOUTUBE,L3,Ngọc,,Mỉa mai
1155,,vận động viên thấy mỗi bạn này giữ dc vẻ nữ tính và xinh,Facebook,03/12/2025,Nga,,Không xúc phạm
6107,,da xấu vậy mà cũng bày đặt làm clip,Facebook, 27/10/2025,Phúc,,Xúc phạm
3045,,Làm gái mà nhan sắc của Thanh Tâm chắc tầm 500k 1 lần 😂,YOUTUBE,L3,Ngọc,,Xúc phạm
1230,,con cá trê,Facebook,03/12/2025,Nga,,Không xúc phạm
5092,,ơ cảnh xoay váy huyền thoại của chị khi đầm màu vàng 🥰chị mãi đẹp và quyến rủ,Tiktok,3/12/2025,Nhung,,Không xúc phạm
5885,,thánh đớp !! đớp luôn khái niệm chubby,Facebook,19/10/2025,Phúc,,Mỉa mai
3920,,Lông ở dú bựa vãi,YOUTUBE,L3,Ngọc,,Xúc phạm
3118,,cái cuối giống thằng mới ra trại,YOUTUBE,L3,Ngọc,,Không xúc phạm
3456,,Chân của chị đầu không giống như trong video đăng đâu 😂 ngoài đời chân ốm lắm,YOUTUBE,L3,Ngọc,,Không xúc phạm
503,,Ăn người luôn hả ta🤣🤣,Facebook,10/20/2025 13:46:48,Nga,,Mỉa mai
4853,,Má nhìn phát gớm ấy,Tiktok,2/12/2025,Nhung,,Xúc phạm
5170,,Trời ơi cặp kiếm của chị kìa😍,Tiktok,3/12/2025,Nhung,,Không xúc phạm
3617,,Đến cái bàn tay của ổng còn đẹp hơn t nói chi đến cái body của ổng😂,YOUTUBE,L3,Ngọc,,Không xúc phạm
5237,,cặp giò đã quá,Tiktok,3/12/2025,Nhung,,Không xúc phạm
4230,,chỉ để ý con mèo,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4522,,t mà tỷ phú t bao tất cả chị em 4 món này,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4146,,"Khi nào kiếm đủ tiền thì hãy trở lại là ng bth em nhé. Lúc đó hãy nói chuyện cô đơn hay k cô đơn. Con gái thích đàn ông giàu và sạch sẽ, đàn ông củng",Tiktok,19/10/2025,Nhung,,Không xúc phạm
2645,,Tội nghiệp cho lương bàng quang không biết kiếm bưởi ở đâu nữa nhìn hắn khóc làm mình nhớ lại cá xấu khóc sau khi ăn thịt nạn nhân,YOUTUBE,19/10/2025,NGỌC,,Xúc phạm
6249,,Càng ngày nhan sắc hoa hậu càng chán,VnExpress, 28/10/2025,Phúc,,
3790,,Chị Việt giống lai Hàn á mà đẹp quó❤,YOUTUBE,L3,Ngọc,,Không xúc phạm
579,,có bả còn có cả cắt xương sườn để đc như này á nên có khi là thật chứ ko phải app đâu,Facebook,10/20/2025 14:19:29,Nga,,Không xúc phạm
4280,,what is the BGM?,Tiktok,19/10/2025,Nhung,,
5736,,"Và cái kết vẫn là một gương mặt ""nhựa""",VnExpress,19/10/2025,Phúc,,Xúc phạm
1238,,mặt ẻm có cọc quá hong 🤣,Facebook,03/12/2025,Nga,,Không xúc phạm
2657,,Tịch thu tai sàn xung quỷ nhà nước để giúp đỡ những người nghèo,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
2680,,"Toàn nhìn hiền, dễ thương quá kaka.",YOUTUBE,L2,Ngọc,,Không xúc phạm
3978,,Con mụ hh con mắt cứ trợn trợn lên nhìn thấy gê 😂😂,YOUTUBE,L3,Ngọc,,Xúc phạm
5441,,Ai coi mà cười đâu 😳,Tiktok,13/12/2005,Nhung,,Không xúc phạm
2005,,Chúc bé Thuỵ luôn cưng vậy nha iu iu,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6100,,Idol của tôi. Chúc chị luôn khoẻ,VnExpress, 27/10/2025,Phúc,,Không xúc phạm
7247,,CỐ LÊN EM...,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
7168,,Công nhận Hương Giang đẹp thật. Đẹp ko tì vết. Nhìn quá nữ tính. Yêu ngay cái nhìn đầu tiên.hic.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6727,,1m6 nặng 60kg... nhìn mình sao cứ thấy nó vuông vuông. :D,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3473,,"Chân cân đối thì đẹp hơn , tôi chân dài quá nên hơi tự ty , 1m7 mà chân gần 1m05 so bình quân chiều cao của các siêu mẫu thì ...",YOUTUBE,L3,Ngọc,,Không xúc phạm
7002,,Nhìn góc nghiêng của HG mới thật hoảng sợ.,VnExpress, 14/12/2025,Phúc,,Xúc phạm
2847,,Xinh nha tông makeup hợp với khuôn mặt và màu nha 😂,YOUTUBE,L2,Ngọc,,Không xúc phạm
6841,,"Chị ấy xinh thiệt,nhẹ nhàng dễ chịu,ddag sốt xình xịt Hậu Duệ Mặt Trời đây.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1946,,Trên đời không có duyên âm đâu chị ơi 😂😂. Đừng để bị “mị”,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
5363,,Bạch Nguyệt Quang dayyy ư,Tiktok,13/12/2005,Nhung,,Không xúc phạm
3002,,4 trộm vía bot hết 🐧,YOUTUBE,L3,Ngọc,,Xúc phạm
7195,,"Ôi thôi, từ nay đừng tin tuyệt đối nhan sắc bên ngoài.",VnExpress, 14/12/2025,Phúc,,Mỉa mai
2647,,"Con trẻ ,ăn chơi lua đảo mà giỏi gì ,nghiep quat đến sớm",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3551,,Nhìn như con quỷ 👹,YOUTUBE,L3,Ngọc,,Xúc phạm
3602,,Dv nhiều người xấu quá. Hic. NV nữ mặt nhìn như nam,YOUTUBE,L3,Ngọc,,Xúc phạm
5773,,Mắt thằng này luôn ở trang thái lườm rau gắp gái,Facebook,19/10/2025,Phúc,,Không xúc phạm
3594,,Điệp y xynh quá yêu cái môi mũm mĩm của điệp y quá,YOUTUBE,L3,Ngọc,,Không xúc phạm
6042,,"Mình cứ nghĩ là cô dâu. Người đâu mà vừa đẹp, vừa duyên, lại hát hay",VnExpress, 27/10/2025,Phúc,,Không xúc phạm
6695,,Mình cũng một thời bị chê gầy. Hầu hết là bị người mập chê.,VnExpress, 14/12/2025,Phúc,,Mỉa mai
883,,tuong nhu con ha mã ma sỉ,Facebook,26/10/2025,Nga,,Xúc phạm
1370,,Bả dịu bả xinh,Facebook,03/12/2025,Nga,,Không xúc phạm
2511,,"Con nầy lúc nầy làm lố quá,phe tiền phe vàng phe nhà phe xe,,kg nhớ ngày xưa mình khổ",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1727,,"500GB dung lượng cũng phải lưu về để lọ
",Facebook,13/12/2025,Nga,,Không xúc phạm
5201,,"Đỉnnh quá , nhìn thích cực🥰🥰",Tiktok,3/12/2025,Nhung,,Không xúc phạm
6630,,rồi đẹp dữ chưa,VnExpress, 14/12/2025,Phúc,,Mỉa mai
2214,,Luc nay Dieu hon o Ben nhat rablam ba Chu bo Nhan o Vn Lyon ha,YOUTUBE,19/10/2025,NGỌC,,
871,,Bạn này đáng yêu quá nè,Facebook,26/10/2025,Nga,,Không xúc phạm
7368,,"Ngoài cơ thể và gương mặt ra, RẤT GIỐNG bạn gái cũ của tôi",VnExpress, 19/12/2025,Phúc,,Không xúc phạm
6846,,"bây giờ mình 22 tuổi và giống như khi chị ấy chưa giảm cân, hi vọng sau này đi làm rồi sẽ giả được cân như chị ấy",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4475,,🥰🥰🥰,Tiktok,19/10/2025,Nhung,,
3329,,"Ông t3 đẹp mà, ổng cố tình sài app làm xấu đi, nhìn xem cái cửa méo đi kìa, ổng cao m8 lận đấy, dáng đẹp mặc đồ đẹp vc ra, ai chê chứ t t húp liền",YOUTUBE,L3,Ngọc,,Không xúc phạm
1567,,Biết lý do Đỗ Thị Hà biểu diễn bộ váy này rồi vì khoe trọn đôi chân đẹp mien man 🥰,Facebook,11/12/2025,Nga,,Không xúc phạm
3951,,Nhìn cái miệng sướng ghê. Clip rất có tình giải trí.,YOUTUBE,L3,Ngọc,,Không xúc phạm
6615,,"Người yêu mới sau này thì cũng nhìn vào cơ thể hiện tại của bạn, khi bạn mập lên ko khéo lại chia tay, nên khó mà xác định được đâu là phẩm chất tốt đẹp của con người. Cho nên bản thân mình cố gắng cho mình là chính xác nhất, đừng lấy cái cớ người này chê xấu người kia khen đẹp mà đổ lổi cho động lực phấn đấu của bản thân. Mình cố gắng cho chính mình.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
4205,,Sach sẽ đi,Tiktok,19/10/2025,Nhung,,Không xúc phạm
3612,,Ông chồng nào mà bỏ vợ theo con nhỏ này thì chắc ông chồng đó mắt bị cận nặng lắm,YOUTUBE,L3,Ngọc,,Mỉa mai
2736,,"Mặt bế Đại thấy cưng ghê ,",YOUTUBE,L2,Ngọc,,Không xúc phạm
3896,,anh có hàm răng đều và đẹp quá,YOUTUBE,L3,Ngọc,,Không xúc phạm
4715,,Body cũng bình thường mặc bth,,2/12/2025,Nhung,,Không xúc phạm
9,,"xin loi amanai, dung am anh nua, em muon roll royce hay vinfast",Facebook,10/18/2025 21:01:04,Nga,,Không xúc phạm
4364,,chet mất thoii🥰,Tiktok,19/10/2025,Nhung,,Không xúc phạm
5141,,Dáng đẹp quá,Tiktok,3/12/2025,Nhung,,Không xúc phạm
3115,,í là tao thik cái đầu á ngauvaicut,YOUTUBE,L3,Ngọc,,Không xúc phạm
6263,,Anh này có nét nhìn giống chồng tui :)),Facebook, 28/10/2025,Phúc,,Không xúc phạm
778,,Cơ tứ giác đẹp quá chị ơi,Facebook,26/10/2025,Nga,,Không xúc phạm
1824,,"Vậy chứ đẹp trai là nó khen ngay à
",Facebook,13/12/2025,Nga,,Mỉa mai
5403,,Xinh vkl,Tiktok,13/12/2005,Nhung,,Không xúc phạm
3666,,Nữ chính đẹp vãi nồi😂,YOUTUBE,L3,Ngọc,,Không xúc phạm
5014,,T thấy bth miễn họ thấy ổn vs giao diện của họ là đc mình chỉ đẹp nhất khi lm chính mình th,Tiktok,3/12/2025,Nhung,,Không xúc phạm
2536,,Biết bà có tiền rồi đừng có làm lố quá,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3276,,"Nhìn sau giống vậy,nhìn mặt ác gê",YOUTUBE,L3,Ngọc,,Không xúc phạm
1665,,Xin vía eo thonn,Facebook,13/12/2025,Nga,,Không xúc phạm
5177,,Xinh quá,Tiktok,3/12/2025,Nhung,,Không xúc phạm
7323,,Thí sinh ấn độ nhìn giống rambo nhỉ ?,VnExpress, 19/12/2025,Phúc,,Không xúc phạm
3980,,"Mặt bà hoàng hậu như cương thi z tr, sợ vãi",YOUTUBE,L3,Ngọc,,Xúc phạm
2478,,Gđ em Nhân và a Teru cũng đi từ thiện đến thăm trại những các trẻ em mồ côi lại rất dễ thương này ạ.❤😊☺️,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3317,,"Thich coi nhưng thê loai phim như vay,hay ma co tri thưc",YOUTUBE,L3,Ngọc,,Không xúc phạm
4397,,dạ em quỳ liền☺😋,Tiktok,19/10/2025,Nhung,,Không xúc phạm
6792,,theo tôi thì đúng là một ...ông chồng ...diễm phúc ...,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
7049,,"các cô bây giờ có bờ môi theo kiểu barbie bóng nhẫy, cong mọng.",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3213,,Cảnh chihuahua đầu video hài quá 🤣🤣,YOUTUBE,L3,Ngọc,,Không xúc phạm
1480,,Hình như tỷ lệ người với mặt không đúng lắm......,Facebook,03/12/2025,Nga,,Mỉa mai
6242,,Sao tui thấy không đẹp,VnExpress, 28/10/2025,Phúc,,Không xúc phạm
3049,,Mặt cô gái quá xấu mà xúi đi cua đại gia nghe tức cười.. Bỏ một vài tỉ đi tút lại nhan sắc thì họa may vì còn tùy tay nghề của bác sỉ.,YOUTUBE,L3,Ngọc,,Xúc phạm
3972,,Gì mà ốm nhôm dị tr,YOUTUBE,L3,Ngọc,,Xúc phạm
2895,,Sao bả dí dỏm dữ trời 😂❤,YOUTUBE,L2,Ngọc,,Không xúc phạm
4177,,giống e ak,Tiktok,19/10/2025,Nhung,,Không xúc phạm
4727,,Có xinh bh đâu,,2/12/2025,Nhung,,Mỉa mai
4974,,Do cách trang điểm thoii,Tiktok,3/12/2025,Nhung,,Không xúc phạm
6218,,bộ đi tập gym là da bị nứt thấy ghê v hả mấy mom,VnExpress, 27/10/2025,Phúc,,Mỉa mai
5426,,Tui cũng muốn có 1 em người yêu như này,Tiktok,13/12/2005,Nhung,,Không xúc phạm
211,,Này là thi thể mới xứng nam vương,Facebook,10/20/2025 0:12:55,Nga,,Xúc phạm
2703,,5:20 😂 ổng đẹp tới mức nói là gái t cũng tin,YOUTUBE,L2,Ngọc,,Không xúc phạm
2071,,Áp lực ngang. Báo quá rùi 😂😂😂,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
416,,Thảm hoạ sắc đẹp.,Facebook,10/20/2025 9:12:38,Nga,,Mỉa mai
816,,quàooooooo tồng em kìaa,Facebook,26/10/2025,Nga,,Không xúc phạm
4557,,"quỳ lmj, e banh chân r nè",Tiktok,19/10/2025,Nhung,,Không xúc phạm
6101,,"Cảm giác nhìn mình make up rồi lên ảnh với mình ngoài đời lúc ngủ dậy, chắc nhiều người sốc lắm",VnExpress, 27/10/2025,Phúc,,Không xúc phạm
2577,,Cho chị 1 combo,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
6991,,Ấn tượng với tiếng Anh của cháu,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
3305,,Clip này làm hài thôi chứ mấy cái clip của team ổng làm đẹp trai ác,YOUTUBE,L3,Ngọc,,Không xúc phạm
1341,,Bả đẹp zữ chưa,Facebook,03/12/2025,Nga,,Mỉa mai
70,,10 combo gia đình,Facebook,10/18/2025 21:29:59,Nga,,Không xúc phạm
4944,,Vì sở thích phong cách của họ nhưng cảm thấy tiếc,Tiktok,2/12/2025,Nhung,,Không xúc phạm
4233,,Em muốn thả tim lắm mà ny em ghen không cho,Tiktok,19/10/2025,Nhung,,Không xúc phạm
3292,,Anh Sơn đẹp gái quá trồi😂,YOUTUBE,L3,Ngọc,,Không xúc phạm
6855,,Song Hye Kyo đóng trong phim Hotelier. Phim này hay.,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
7165,,Đẹp quá,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
6892,,"thương chị, rất thích các bộ phim của chị, 1 người dè dặt trong chuyện tình cảm, nói không với scandal. Chắc phải có chuyện gì đó rất mệt mỏi và buồn nên mới khiến chị ly hôn. Chị đẹp là vậy, gương mặt phúc hậu là vậy nhưng sao tình duyên chị lận đận quá. Thương chị",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
5296,,Có thể là luỵ tấm đầu đến cuối đời😭,Tiktok,13/12/2005,Nhung,,Không xúc phạm
1911,,Quá mê cái vibe này của bả rồi 😘,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
1775,,"Khứa này không nghẹo cũng phí, thêm cái đầu tóc đó nữa, tối mà ra đường chắc bị kiểm tra liên tục :))
",Facebook,13/12/2025,Nga,,Mỉa mai
4697,,thoi thà như ngày xưa che mặt mà kh có drama:)),Tiktok,2/12/2025,Nhung,,Mỉa mai
6799,,Cô ấy đẹp và khoẻ khoắn thật!,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1924,,Ui e dất cần chiếc máy như nàyyyy,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
4588,,Để ý vd nào nhảy cũng nhìn xuống đất,Tiktok,19/10/2025,Nhung,,Không xúc phạm
5523,,Xin vía 10 hoá của thủ khoa :))🥰,Tiktok,13/12/2005,Nhung,,Không xúc phạm
1506,,"Đẹp nhưng không phải gu , mình vẫn thích ẻm Tin = ]]]",Facebook,11/12/2025,Nga,,Không xúc phạm
1427,,Hoá ra vai rộng eo thon trong truyền thuyết là đâyy,Facebook,03/12/2025,Nga,,Không xúc phạm
2963,,"sữa mũi đi e gái 
 sẽ đẹp lắm đó 
 tin c đi",YOUTUBE,L2,Ngọc,,Không xúc phạm
6296,,Công nhận em ấy có mái tóc dài dày và đẹp!,VnExpress, 13/12/2025,Phúc,,Không xúc phạm
475,,Đụ mẹ bs người ta nói đúng mà bản thân như m còn k biết thế nào à,Facebook,10/20/2025 9:31:09,Nga,,Không xúc phạm
6878,,"Vấn đề là cô ấy ko hề đẹp như ảnh nếu chưa photoshop. Chụp cam thường cô ấy như hầu hết phụ nữ 40 khác. Ngoài 40 thì khoẻ, cân đối, đủ dinh dưỡng quan trọng hơn là hà khắc với bản thân.",VnExpress, 14/12/2025,Phúc,,Mỉa mai
2231,,Em an ngoi lun chong an kg duoc luon,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
954,,Lần này tui thấy ê nha :)),Facebook,03/12/2025,Nga,,Không xúc phạm
1935,,"Ủa tưởng bà quen ông Nam Blu Chu Du, hồi bữa có thấy video nắm tay đồ mà.",YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
3503,,Chị này có quả mồm trông ấy nhỉ😂,YOUTUBE,L3,Ngọc,,Mỉa mai
3242,,"@Nguyendothao-t6c trang điểm đậm vs sắc quá=)))) nhìn ko ra, thấy ngoài trang phục thì mặt chả giống j cả",YOUTUBE,L3,Ngọc,,Không xúc phạm
876,,Đây là Phì chứ k phải Béo nữa rồi. Gầy thì dễ béo chứ Béo và Phì mà muốn xuống khó lắm á,Facebook,26/10/2025,Nga,,Mỉa mai
5871,,"Nó ăn luôn mấy cục tạ, nuốt luôn ông PT",Facebook,19/10/2025,Phúc,,Mỉa mai
7028,,"Một trong những Hoa Hậu người Việt đẹp nhất mọi thời đại, hoàn hảo từ sắc vóc đến tri thức, ngoại ngữ. Rất ngưỡng mộ và yêu mến Miss Intercontinental Bảo Ngọc ...!",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
613,,Ai giống ny huy quần hoa vậy chời,Facebook,26/10/2025,Nga,,Không xúc phạm
5186,,Mê quá🥰😘💋,Tiktok,3/12/2025,Nhung,,Không xúc phạm
1222,,Mặt tây thi  thân hình trương phi,Facebook,03/12/2025,Nga,,Xúc phạm
3731,,Nhìn mặt sợ quá.,YOUTUBE,L3,Ngọc,,Xúc phạm
1804,,"m có để chị lấy ck ko hả tin??
",Facebook,13/12/2025,Nga,,Không xúc phạm
6530,,"con mắt là cửa sổ tâm hồn, nhờ makeup chứ nhìn cô ấy vô cảm, k đẹp",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
5715,,sao em nhìn hoa hậu mà cứ giống AI các bác ạ.,VnExpress,19/10/2025,Phúc,,Không xúc phạm
2854,,Ko khac j con pho nát,YOUTUBE,L2,Ngọc,,Xúc phạm
4804,,Sợ vãi,Tiktok,2/12/2025,Nhung,,Không xúc phạm
1038,,Đúng là trái dừa luôn chứ bưởi j nữa,Facebook,03/12/2025,Nga,,Mỉa mai
524,,Gì mà xẹp lép vậy trời.tui ít nó còn ít hơn tui.hai lưng,Facebook,10/20/2025 13:54:41,Nga,,Xúc phạm
805,,bác siêu đẹp luôn á,Facebook,26/10/2025,Nga,,Không xúc phạm
1109,,mùi thúi tràn khắp màn hình,Facebook,03/12/2025,Nga,,Không xúc phạm
4518,,"tự nhien thích ăn tôm, tôm đầy mình=))😆",Tiktok,19/10/2025,Nhung,,Không xúc phạm
6891,,tan hết cả cõi lòng...,VnExpress, 14/12/2025,Phúc,,Không xúc phạm
2705,,a vy giong hong ty a,YOUTUBE,L2,Ngọc,,Không xúc phạm
7108,,"Nhìn nụ cười, khuôn mặt giống thùy tiên nhỉ",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
7032,,"Cô người Đức này nhìn đẹp thiệt, cứ như là công chúa sống trong lâu đài ở Đức vậy. ",VnExpress, 14/12/2025,Phúc,,Không xúc phạm
1956,,Thụy là 1 cô gái rất giỏi. Bạn xinh lên và giỏi lên hàng ngày.,YOUTUBE,19/10/2025,NGỌC,,Không xúc phạm
